id_pago,id_orden,metodo_pago,subtotal,propina_voluntaria,total_pagado
4045,4045,tarjeta_debito,85769,8576,94345
4046,4046,efectivo,118478,11847,130325
4047,4047,nequi,101287,10128,111415
4049,4049,efectivo,30892,3089,33981
4054,4054,efectivo,79350,7935,87285
4055,4055,nequi,133162,13316,146478
4057,4057,daviplata,74875,7487,82362
4058,4058,nequi,33944,0,33944
4062,4062,tarjeta_credito,27160,2716,29876
4063,4063,daviplata,131143,13114,144257
4064,4064,nequi,93819,9381,103200
4065,4065,tarjeta_debito,78801,0,78801
4066,4066,efectivo,63405,0,63405
4067,4067,tarjeta_credito,30497,3049,33546
4069,4069,tarjeta_credito,65908,0,65908
4071,4071,efectivo,59402,5940,65342
4076,4076,efectivo,49546,4954,54500
4077,4077,daviplata,105959,0,105959
4078,4078,efectivo,122856,12285,135141
4079,4079,nequi,131464,0,131464
4081,4081,efectivo,52595,5259,57854
4083,4083,efectivo,22787,2278,25065
4085,4085,tarjeta_credito,141794,14179,155973
4086,4086,tarjeta_debito,147479,14747,162226
4087,4087,daviplata,147954,14795,162749
4088,4088,nequi,107241,0,107241
4089,4089,tarjeta_debito,76083,0,76083
4090,4090,efectivo,15926,1592,17518
4092,4092,efectivo,24371,0,24371
4093,4093,efectivo,27432,0,27432
4094,4094,efectivo,89550,8955,98505
4095,4095,daviplata,18997,1899,20896
4100,4100,efectivo,146371,0,146371
4103,4103,tarjeta_credito,22251,2225,24476
4104,4104,tarjeta_debito,66322,6632,72954
4105,4105,nequi,18515,0,18515
4107,4107,daviplata,93335,9333,102668
4108,4108,tarjeta_credito,124291,12429,136720
4110,4110,efectivo,23856,0,23856
4112,4112,tarjeta_debito,21698,2169,23867
4113,4113,tarjeta_credito,144842,14484,159326
4118,4118,efectivo,83832,8383,92215
4119,4119,efectivo,147029,0,147029
4120,4120,tarjeta_credito,134556,13455,148011
4121,4121,tarjeta_credito,106563,0,106563
4122,4122,tarjeta_debito,60781,0,60781
4123,4123,tarjeta_credito,58738,5873,64611
4124,4124,tarjeta_debito,117724,11772,129496
4125,4125,tarjeta_credito,92925,0,92925
4127,4127,efectivo,84411,0,84411
4129,4129,nequi,78949,0,78949
4131,4131,tarjeta_debito,102436,10243,112679
4133,4133,daviplata,134437,13443,147880
4134,4134,tarjeta_debito,101409,10140,111549
4135,4135,tarjeta_credito,95427,9542,104969
4136,4136,tarjeta_credito,23794,0,23794
4137,4137,tarjeta_credito,114031,11403,125434
4139,4139,efectivo,47069,4706,51775
4140,4140,daviplata,146925,14692,161617
4141,4141,tarjeta_debito,36487,0,36487
4143,4143,tarjeta_credito,102972,10297,113269
4145,4145,nequi,114149,0,114149
4146,4146,efectivo,148983,0,148983
4148,4148,tarjeta_credito,126611,0,126611
4150,4150,tarjeta_credito,64729,6472,71201
4151,4151,daviplata,77013,0,77013
4152,4152,nequi,25542,2554,28096
4153,4153,tarjeta_credito,146029,0,146029
4154,4154,daviplata,81228,8122,89350
4156,4156,nequi,113319,0,113319
4158,4158,daviplata,114849,11484,126333
4161,4161,daviplata,19133,1913,21046
4162,4162,nequi,32230,0,32230
4163,4163,efectivo,36630,0,36630
4164,4164,daviplata,31444,3144,34588
4167,4167,nequi,135359,0,135359
4168,4168,efectivo,40065,4006,44071
4173,4173,tarjeta_debito,64052,6405,70457
4174,4174,tarjeta_debito,66758,6675,73433
4176,4176,tarjeta_credito,134617,13461,148078
4178,4178,tarjeta_credito,56790,5679,62469
4179,4179,tarjeta_credito,106944,10694,117638
4181,4181,tarjeta_debito,53045,0,53045
4182,4182,tarjeta_credito,104457,0,104457
4183,4183,daviplata,16712,0,16712
4184,4184,tarjeta_credito,125082,0,125082
4185,4185,nequi,135548,13554,149102
4186,4186,daviplata,124088,12408,136496
4187,4187,tarjeta_debito,146070,14607,160677
4188,4188,efectivo,33682,0,33682
4194,4194,efectivo,28308,2830,31138
4195,4195,tarjeta_debito,106789,10678,117467
4196,4196,efectivo,108332,10833,119165
4197,4197,daviplata,35420,0,35420
4200,4200,tarjeta_debito,84162,8416,92578
4201,4201,tarjeta_credito,31344,3134,34478
4202,4202,tarjeta_credito,108706,0,108706
4203,4203,efectivo,58151,5815,63966
4204,4204,efectivo,49406,0,49406
4208,4208,efectivo,67317,0,67317
4209,4209,tarjeta_credito,142919,0,142919
4214,4214,efectivo,23107,0,23107
4216,4216,nequi,108273,0,108273
4220,4220,efectivo,42372,4237,46609
4223,4223,daviplata,131880,13188,145068
4228,4228,efectivo,83866,0,83866
4229,4229,nequi,81123,8112,89235
4230,4230,daviplata,39293,0,39293
4231,4231,daviplata,124926,12492,137418
4234,4234,tarjeta_debito,129113,0,129113
4239,4239,daviplata,15549,0,15549
4240,4240,daviplata,83629,8362,91991
4241,4241,nequi,34676,3467,38143
4243,4243,daviplata,65624,0,65624
4244,4244,daviplata,135208,0,135208
4245,4245,tarjeta_debito,82608,8260,90868
4246,4246,daviplata,23446,2344,25790
4247,4247,tarjeta_credito,127646,12764,140410
4248,4248,tarjeta_credito,42928,4292,47220
4249,4249,daviplata,36905,3690,40595
4250,4250,nequi,100062,10006,110068
4252,4252,efectivo,93692,0,93692
4253,4253,nequi,28318,0,28318
4258,4258,tarjeta_debito,147076,14707,161783
4259,4259,tarjeta_credito,123728,0,123728
4260,4260,efectivo,49408,0,49408
4262,4262,tarjeta_debito,141704,14170,155874
4263,4263,tarjeta_credito,20035,0,20035
4264,4264,daviplata,36595,3659,40254
4268,4268,tarjeta_debito,85089,8508,93597
4269,4269,tarjeta_credito,141431,14143,155574
4270,4270,tarjeta_credito,56550,5655,62205
4272,4272,nequi,135665,13566,149231
4273,4273,tarjeta_debito,34140,3414,37554
4274,4274,efectivo,65808,6580,72388
4275,4275,efectivo,110028,0,110028
4276,4276,daviplata,75178,0,75178
4277,4277,tarjeta_debito,82901,0,82901
4281,4281,tarjeta_debito,115737,11573,127310
4282,4282,tarjeta_debito,86744,8674,95418
4283,4283,daviplata,16333,0,16333
4284,4284,tarjeta_debito,22559,0,22559
4285,4285,nequi,31497,0,31497
4287,4287,nequi,128814,0,128814
4288,4288,nequi,16045,1604,17649
4289,4289,nequi,94075,9407,103482
4290,4290,nequi,117197,11719,128916
4291,4291,tarjeta_debito,57668,5766,63434
4292,4292,tarjeta_debito,143721,0,143721
4294,4294,daviplata,69434,6943,76377
4295,4295,daviplata,149034,14903,163937
4296,4296,tarjeta_debito,81321,8132,89453
4297,4297,tarjeta_debito,91891,9189,101080
4298,4298,tarjeta_debito,43098,4309,47407
4299,4299,tarjeta_credito,139448,0,139448
4300,4300,nequi,135519,13551,149070
4301,4301,efectivo,18414,0,18414
4303,4303,tarjeta_credito,114101,0,114101
4304,4304,efectivo,73439,7343,80782
4305,4305,daviplata,34445,0,34445
4308,4308,efectivo,26086,2608,28694
4309,4309,tarjeta_credito,106945,0,106945
4312,4312,daviplata,72168,7216,79384
4314,4314,tarjeta_credito,128402,0,128402
4315,4315,tarjeta_credito,83671,8367,92038
4316,4316,tarjeta_credito,131542,0,131542
4318,4318,tarjeta_debito,56416,5641,62057
4321,4321,tarjeta_credito,97321,0,97321
4322,4322,efectivo,61256,0,61256
4323,4323,tarjeta_credito,59312,5931,65243
4324,4324,tarjeta_debito,25301,0,25301
4325,4325,daviplata,108891,10889,119780
4326,4326,daviplata,104276,10427,114703
4327,4327,tarjeta_credito,22218,0,22218
4328,4328,tarjeta_credito,28185,2818,31003
4330,4330,nequi,36014,3601,39615
4331,4331,efectivo,51061,0,51061
4332,4332,tarjeta_credito,96328,0,96328
4333,4333,nequi,67222,0,67222
4335,4335,tarjeta_credito,149549,14954,164503
4336,4336,tarjeta_debito,46214,4621,50835
4337,4337,tarjeta_debito,33083,0,33083
4338,4338,daviplata,125410,0,125410
4340,4340,efectivo,63445,6344,69789
4341,4341,nequi,42073,4207,46280
4342,4342,nequi,74827,0,74827
4344,4344,tarjeta_credito,79725,0,79725
4349,4349,efectivo,136475,13647,150122
4350,4350,nequi,101445,0,101445
4351,4351,tarjeta_credito,85133,8513,93646
4355,4355,daviplata,122149,12214,134363
4356,4356,daviplata,95222,0,95222
4358,4358,tarjeta_debito,96525,0,96525
4359,4359,daviplata,88377,8837,97214
4361,4361,tarjeta_debito,113071,11307,124378
4362,4362,nequi,122682,0,122682
4364,4364,daviplata,105715,0,105715
4366,4366,daviplata,140439,0,140439
4367,4367,daviplata,95709,9570,105279
4368,4368,nequi,101194,10119,111313
4369,4369,nequi,95114,9511,104625
4371,4371,daviplata,129265,12926,142191
4372,4372,tarjeta_credito,119061,11906,130967
4374,4374,daviplata,39543,3954,43497
4377,4377,efectivo,26331,2633,28964
4378,4378,tarjeta_debito,16636,0,16636
4379,4379,nequi,107990,10799,118789
4380,4380,tarjeta_credito,108686,10868,119554
4382,4382,tarjeta_credito,44179,0,44179
4384,4384,tarjeta_credito,21469,2146,23615
4385,4385,efectivo,137688,13768,151456
4387,4387,efectivo,96235,9623,105858
4388,4388,tarjeta_debito,115637,11563,127200
4390,4390,tarjeta_credito,49199,0,49199
4391,4391,tarjeta_debito,105089,10508,115597
4392,4392,tarjeta_debito,99420,9942,109362
4394,4394,daviplata,94564,9456,104020
4398,4398,efectivo,74497,7449,81946
4399,4399,efectivo,140064,14006,154070
4401,4401,tarjeta_debito,42359,0,42359
4402,4402,tarjeta_credito,125020,12502,137522
4403,4403,tarjeta_credito,58720,0,58720
4404,4404,efectivo,69954,0,69954
4405,4405,nequi,129656,12965,142621
4406,4406,tarjeta_debito,141003,14100,155103
4407,4407,nequi,134123,13412,147535
4408,4408,daviplata,134038,0,134038
4409,4409,efectivo,45701,4570,50271
4410,4410,nequi,55250,0,55250
4411,4411,efectivo,35560,3556,39116
4412,4412,daviplata,100515,0,100515
4413,4413,efectivo,131711,0,131711
4415,4415,daviplata,117107,11710,128817
4416,4416,tarjeta_debito,93700,9370,103070
4418,4418,efectivo,128030,12803,140833
4419,4419,nequi,49084,0,49084
4420,4420,tarjeta_debito,76595,0,76595
4422,4422,tarjeta_credito,21832,0,21832
4424,4424,tarjeta_credito,132802,0,132802
4425,4425,efectivo,72307,7230,79537
4426,4426,nequi,61120,6112,67232
4429,4429,tarjeta_credito,142043,0,142043
4430,4430,efectivo,144592,0,144592
4431,4431,daviplata,110577,11057,121634
4434,4434,daviplata,32255,3225,35480
4435,4435,tarjeta_debito,64776,6477,71253
4436,4436,tarjeta_credito,77491,0,77491
4438,4438,tarjeta_debito,111044,0,111044
4440,4440,tarjeta_debito,94845,9484,104329
4441,4441,efectivo,24943,0,24943
4444,4444,tarjeta_debito,35041,0,35041
4446,4446,tarjeta_credito,145012,14501,159513
4448,4448,efectivo,27998,0,27998
4449,4449,tarjeta_credito,67615,6761,74376
4452,4452,efectivo,74326,7432,81758
4453,4453,nequi,43388,4338,47726
4455,4455,nequi,36757,3675,40432
4456,4456,tarjeta_credito,53594,5359,58953
4457,4457,tarjeta_debito,42218,4221,46439
4458,4458,efectivo,67400,6740,74140
4459,4459,daviplata,137949,13794,151743
4464,4464,tarjeta_credito,109982,10998,120980
4466,4466,tarjeta_debito,132690,13269,145959
4467,4467,tarjeta_credito,105882,10588,116470
4468,4468,efectivo,57403,5740,63143
4470,4470,nequi,78865,7886,86751
4472,4472,tarjeta_debito,45891,4589,50480
4474,4474,tarjeta_credito,111960,11196,123156
4476,4476,nequi,146788,0,146788
4477,4477,efectivo,108706,0,108706
4478,4478,tarjeta_credito,104895,0,104895
4479,4479,nequi,96276,0,96276
4481,4481,tarjeta_credito,48510,4851,53361
4483,4483,nequi,126056,12605,138661
4485,4485,tarjeta_credito,42138,4213,46351
4487,4487,tarjeta_debito,52312,5231,57543
4488,4488,tarjeta_debito,108230,0,108230
4489,4489,daviplata,44127,4412,48539
4490,4490,nequi,94005,0,94005
4491,4491,efectivo,114857,11485,126342
4492,4492,tarjeta_debito,30986,3098,34084
4494,4494,tarjeta_credito,56414,5641,62055
4495,4495,efectivo,38903,3890,42793
4496,4496,daviplata,113791,11379,125170
4497,4497,tarjeta_credito,100193,10019,110212
4499,4499,daviplata,85167,0,85167
4500,4500,efectivo,123354,12335,135689
4504,4504,daviplata,31381,3138,34519
4505,4505,daviplata,43827,4382,48209
4507,4507,daviplata,56337,0,56337
4508,4508,efectivo,121607,12160,133767
4510,4510,tarjeta_debito,48178,4817,52995
4512,4512,nequi,16419,0,16419
4514,4514,efectivo,32618,3261,35879
4515,4515,tarjeta_debito,102794,10279,113073
4516,4516,tarjeta_debito,146756,14675,161431
4518,4518,tarjeta_credito,148346,0,148346
4520,4520,tarjeta_debito,131077,0,131077
4521,4521,nequi,55510,0,55510
4523,4523,tarjeta_credito,44365,4436,48801
4527,4527,tarjeta_credito,83689,0,83689
4529,4529,tarjeta_debito,100153,0,100153
4530,4530,tarjeta_debito,44096,4409,48505
4532,4532,tarjeta_credito,127695,12769,140464
4534,4534,efectivo,21060,2106,23166
4539,4539,tarjeta_credito,134597,0,134597
4541,4541,tarjeta_credito,20655,0,20655
4542,4542,tarjeta_credito,15001,0,15001
4543,4543,daviplata,141332,14133,155465
4544,4544,nequi,130240,0,130240
4547,4547,efectivo,16478,0,16478
4548,4548,efectivo,28552,2855,31407
4551,4551,nequi,81257,8125,89382
4553,4553,tarjeta_credito,34385,3438,37823
4554,4554,tarjeta_debito,16254,0,16254
4555,4555,tarjeta_credito,55450,0,55450
4556,4556,tarjeta_credito,24122,0,24122
4559,4559,tarjeta_debito,126153,12615,138768
4562,4562,tarjeta_credito,19841,0,19841
4563,4563,efectivo,82538,8253,90791
4564,4564,daviplata,42414,0,42414
4565,4565,tarjeta_debito,20047,2004,22051
4567,4567,daviplata,99150,9915,109065
4568,4568,daviplata,27613,2761,30374
4571,4571,tarjeta_debito,38429,3842,42271
4572,4572,daviplata,43963,0,43963
4574,4574,daviplata,104881,10488,115369
4575,4575,tarjeta_debito,36709,0,36709
4576,4576,tarjeta_credito,121099,12109,133208
4577,4577,nequi,79958,7995,87953
4581,4581,efectivo,81491,0,81491
4583,4583,tarjeta_debito,27383,2738,30121
4584,4584,tarjeta_credito,28386,2838,31224
4587,4587,efectivo,54604,5460,60064
4588,4588,tarjeta_debito,17280,0,17280
4590,4590,tarjeta_debito,79197,7919,87116
4591,4591,tarjeta_debito,76519,7651,84170
4592,4592,tarjeta_credito,26191,2619,28810
4598,4598,nequi,136469,0,136469
4599,4599,tarjeta_debito,44646,4464,49110
4600,4600,nequi,95023,9502,104525
4601,4601,daviplata,109708,10970,120678
4602,4602,nequi,141095,14109,155204
4603,4603,efectivo,88040,0,88040
4605,4605,tarjeta_debito,32525,3252,35777
4607,4607,daviplata,142557,0,142557
4608,4608,tarjeta_credito,54343,5434,59777
4609,4609,tarjeta_credito,54047,0,54047
4610,4610,tarjeta_credito,108779,10877,119656
4611,4611,tarjeta_credito,20623,2062,22685
4612,4612,daviplata,35390,3539,38929
4617,4617,tarjeta_debito,121202,12120,133322
4619,4619,efectivo,89679,8967,98646
4621,4621,efectivo,27366,2736,30102
4624,4624,daviplata,112172,0,112172
4625,4625,tarjeta_debito,113749,11374,125123
4626,4626,nequi,44880,0,44880
4627,4627,tarjeta_debito,89083,8908,97991
4628,4628,efectivo,28488,2848,31336
4629,4629,nequi,69110,6911,76021
4630,4630,tarjeta_debito,70972,0,70972
4631,4631,efectivo,111539,11153,122692
4632,4632,daviplata,17366,1736,19102
4633,4633,daviplata,32406,0,32406
4636,4636,tarjeta_credito,112371,0,112371
4638,4638,daviplata,94346,9434,103780
4642,4642,tarjeta_debito,57328,5732,63060
4644,4644,daviplata,82567,0,82567
4645,4645,efectivo,110340,0,110340
4646,4646,daviplata,27480,0,27480
4647,4647,nequi,19353,0,19353
4648,4648,nequi,19942,0,19942
4649,4649,tarjeta_credito,34588,0,34588
4650,4650,tarjeta_credito,53338,0,53338
4652,4652,tarjeta_debito,53611,5361,58972
4653,4653,nequi,38399,3839,42238
4655,4655,tarjeta_debito,60603,0,60603
4657,4657,nequi,66941,0,66941
4658,4658,nequi,114562,0,114562
4660,4660,tarjeta_credito,134433,13443,147876
4662,4662,nequi,24488,2448,26936
4663,4663,daviplata,62681,0,62681
4664,4664,nequi,132358,0,132358
4665,4665,tarjeta_debito,52533,0,52533
4669,4669,efectivo,69299,0,69299
4671,4671,tarjeta_credito,123205,12320,135525
4672,4672,nequi,18621,0,18621
4673,4673,daviplata,68802,6880,75682
4674,4674,tarjeta_debito,93942,9394,103336
4675,4675,nequi,77510,0,77510
4677,4677,tarjeta_debito,138454,13845,152299
4678,4678,efectivo,31364,3136,34500
4679,4679,daviplata,116903,0,116903
4681,4681,tarjeta_debito,68380,6838,75218
4682,4682,tarjeta_debito,58421,0,58421
4683,4683,tarjeta_credito,69931,6993,76924
4684,4684,nequi,42383,4238,46621
4685,4685,daviplata,131846,0,131846
4686,4686,efectivo,139808,13980,153788
4689,4689,daviplata,101812,0,101812
4693,4693,efectivo,26207,0,26207
4694,4694,efectivo,100035,0,100035
4695,4695,tarjeta_credito,43414,0,43414
4700,4700,tarjeta_debito,65140,6514,71654
4701,4701,tarjeta_credito,139810,13981,153791
4702,4702,tarjeta_debito,76507,7650,84157
4703,4703,efectivo,143385,14338,157723
4705,4705,tarjeta_debito,104244,10424,114668
4706,4706,tarjeta_credito,52095,5209,57304
4708,4708,tarjeta_credito,72057,0,72057
4711,4711,tarjeta_credito,53497,5349,58846
4712,4712,efectivo,136511,13651,150162
4713,4713,efectivo,130749,13074,143823
4714,4714,nequi,42594,0,42594
4715,4715,daviplata,121808,12180,133988
4716,4716,tarjeta_credito,95446,9544,104990
4719,4719,tarjeta_debito,134991,13499,148490
4720,4720,nequi,107662,10766,118428
4721,4721,daviplata,42343,4234,46577
4722,4722,efectivo,120687,12068,132755
4723,4723,tarjeta_credito,126938,12693,139631
4724,4724,tarjeta_debito,111465,11146,122611
4725,4725,tarjeta_debito,28880,0,28880
4727,4727,nequi,61364,6136,67500
4728,4728,tarjeta_credito,88893,0,88893
4731,4731,tarjeta_debito,38231,3823,42054
4732,4732,tarjeta_credito,70654,0,70654
4733,4733,nequi,86681,0,86681
4734,4734,tarjeta_debito,39997,3999,43996
4735,4735,nequi,105885,0,105885
4736,4736,nequi,122522,12252,134774
4738,4738,nequi,31413,3141,34554
4739,4739,tarjeta_debito,67222,0,67222
4740,4740,nequi,81207,8120,89327
4742,4742,nequi,81122,0,81122
4749,4749,nequi,51976,5197,57173
4751,4751,nequi,75746,7574,83320
4752,4752,nequi,126756,12675,139431
4753,4753,tarjeta_debito,99372,0,99372
4754,4754,tarjeta_debito,147047,0,147047
4756,4756,tarjeta_credito,52878,5287,58165
4757,4757,tarjeta_debito,128991,12899,141890
4759,4759,tarjeta_credito,93119,9311,102430
4760,4760,nequi,58703,5870,64573
4761,4761,tarjeta_debito,25735,0,25735
4763,4763,daviplata,115346,11534,126880
4766,4766,daviplata,62005,6200,68205
4768,4768,tarjeta_debito,89874,0,89874
4770,4770,efectivo,131755,13175,144930
4772,4772,nequi,65175,0,65175
4774,4774,nequi,37767,0,37767
4778,4778,nequi,113372,0,113372
4779,4779,nequi,87958,0,87958
4780,4780,tarjeta_credito,39187,3918,43105
4783,4783,tarjeta_credito,137683,13768,151451
4784,4784,nequi,34135,3413,37548
4786,4786,daviplata,24923,0,24923
4789,4789,nequi,70358,7035,77393
4790,4790,daviplata,96572,0,96572
4791,4791,nequi,113325,11332,124657
4792,4792,nequi,15169,1516,16685
4795,4795,daviplata,144635,14463,159098
4797,4797,daviplata,46624,0,46624
4798,4798,daviplata,116930,11693,128623
4799,4799,tarjeta_credito,118788,0,118788
4800,4800,daviplata,77848,7784,85632
4805,4805,efectivo,55187,5518,60705
4807,4807,tarjeta_debito,138693,0,138693
4808,4808,nequi,30666,3066,33732
4809,4809,nequi,115825,11582,127407
4810,4810,nequi,98882,0,98882
4814,4814,efectivo,21442,0,21442
4815,4815,efectivo,45010,0,45010
4818,4818,daviplata,129580,12958,142538
4819,4819,efectivo,109745,10974,120719
4820,4820,tarjeta_credito,38028,0,38028
4824,4824,daviplata,99288,9928,109216
4827,4827,efectivo,90465,9046,99511
4830,4830,tarjeta_debito,50071,5007,55078
4831,4831,daviplata,27398,2739,30137
4833,4833,daviplata,99298,0,99298
4834,4834,tarjeta_debito,145560,0,145560
4835,4835,nequi,62257,6225,68482
4837,4837,nequi,51308,5130,56438
4839,4839,efectivo,90307,9030,99337
4841,4841,nequi,37884,3788,41672
4842,4842,tarjeta_debito,48747,0,48747
4843,4843,daviplata,119480,0,119480
4844,4844,tarjeta_credito,137174,13717,150891
4845,4845,tarjeta_credito,106519,10651,117170
4846,4846,efectivo,54159,5415,59574
4847,4847,tarjeta_credito,76879,0,76879
4850,4850,nequi,49355,0,49355
4851,4851,tarjeta_debito,129678,12967,142645
4852,4852,nequi,59090,0,59090
4853,4853,nequi,61747,6174,67921
4856,4856,tarjeta_credito,17785,0,17785
4857,4857,tarjeta_debito,26289,2628,28917
4858,4858,efectivo,127101,12710,139811
4859,4859,efectivo,55900,0,55900
4860,4860,efectivo,37533,3753,41286
4862,4862,efectivo,22812,2281,25093
4864,4864,daviplata,103836,10383,114219
4866,4866,efectivo,83991,0,83991
4868,4868,efectivo,96089,9608,105697
4870,4870,tarjeta_credito,125022,12502,137524
4872,4872,tarjeta_credito,94482,9448,103930
4874,4874,daviplata,100716,10071,110787
4875,4875,efectivo,137716,13771,151487
4876,4876,daviplata,34361,0,34361
4877,4877,daviplata,63781,6378,70159
4878,4878,tarjeta_debito,71701,7170,78871
4879,4879,efectivo,132797,13279,146076
4880,4880,tarjeta_debito,44359,0,44359
4881,4881,daviplata,25835,0,25835
4884,4884,efectivo,22779,0,22779
4885,4885,daviplata,129635,12963,142598
4887,4887,nequi,30753,0,30753
4889,4889,nequi,77789,0,77789
4890,4890,tarjeta_debito,146818,14681,161499
4892,4892,efectivo,83655,0,83655
4893,4893,efectivo,118606,0,118606
4894,4894,nequi,136901,0,136901
4895,4895,tarjeta_debito,34932,3493,38425
4896,4896,daviplata,115677,11567,127244
4901,4901,efectivo,127761,0,127761
4905,4905,daviplata,30783,3078,33861
4906,4906,daviplata,57125,5712,62837
4908,4908,tarjeta_credito,141455,0,141455
4909,4909,tarjeta_debito,69793,6979,76772
4910,4910,efectivo,130789,13078,143867
4911,4911,nequi,133728,0,133728
4912,4912,efectivo,138589,13858,152447
4913,4913,tarjeta_credito,69299,0,69299
4915,4915,nequi,89330,8933,98263
4917,4917,tarjeta_debito,19551,0,19551
4918,4918,tarjeta_credito,89223,0,89223
4919,4919,tarjeta_credito,79605,0,79605
4923,4923,daviplata,58384,5838,64222
4924,4924,tarjeta_credito,78085,7808,85893
4925,4925,daviplata,109392,10939,120331
4926,4926,nequi,136529,0,136529
4930,4930,efectivo,56513,5651,62164
4933,4933,efectivo,98374,0,98374
4934,4934,tarjeta_credito,114861,0,114861
4935,4935,daviplata,84122,0,84122
4936,4936,tarjeta_debito,73898,0,73898
4938,4938,daviplata,147235,14723,161958
4941,4941,tarjeta_credito,32184,3218,35402
4943,4943,efectivo,70784,7078,77862
4944,4944,daviplata,32624,0,32624
4946,4946,tarjeta_credito,87136,8713,95849
4948,4948,nequi,66936,0,66936
4951,4951,tarjeta_credito,15646,0,15646
4952,4952,nequi,129968,12996,142964
4953,4953,nequi,124586,0,124586
4957,4957,daviplata,120864,0,120864
4959,4959,efectivo,123914,12391,136305
4961,4961,daviplata,124357,12435,136792
4962,4962,tarjeta_debito,25088,0,25088
4963,4963,tarjeta_credito,91412,0,91412
4964,4964,tarjeta_debito,56102,0,56102
4967,4967,nequi,112305,11230,123535
4968,4968,tarjeta_credito,49842,4984,54826
4970,4970,tarjeta_credito,35339,3533,38872
4976,4976,tarjeta_credito,21978,2197,24175
4977,4977,tarjeta_debito,20570,2057,22627
4979,4979,tarjeta_credito,50028,5002,55030
4980,4980,tarjeta_debito,133507,13350,146857
4981,4981,tarjeta_debito,114188,0,114188
4984,4984,daviplata,136717,13671,150388
4986,4986,tarjeta_credito,29962,0,29962
4990,4990,nequi,49741,0,49741
4992,4992,nequi,88503,8850,97353
4996,4996,tarjeta_debito,91919,9191,101110
4997,4997,tarjeta_debito,65888,0,65888
4999,4999,tarjeta_credito,18456,1845,20301
5004,5004,efectivo,146999,0,146999
5005,5005,daviplata,96532,9653,106185
5008,5008,nequi,99654,9965,109619
5009,5009,nequi,118126,11812,129938
5011,5011,efectivo,35457,0,35457
5012,5012,tarjeta_credito,89736,0,89736
5013,5013,tarjeta_credito,78018,7801,85819
5014,5014,tarjeta_debito,105432,0,105432
5015,5015,tarjeta_credito,109693,0,109693
5016,5016,nequi,82998,8299,91297
5017,5017,tarjeta_debito,113181,0,113181
5018,5018,daviplata,108187,0,108187
5019,5019,tarjeta_credito,37195,3719,40914
5021,5021,tarjeta_credito,138572,0,138572
5023,5023,efectivo,119842,0,119842
5024,5024,nequi,94431,9443,103874
5025,5025,tarjeta_credito,103015,10301,113316
5027,5027,tarjeta_debito,134552,0,134552
5030,5030,tarjeta_debito,82160,8216,90376
5031,5031,tarjeta_debito,108074,10807,118881
5037,5037,nequi,87953,0,87953
5041,5041,tarjeta_credito,91470,0,91470
5043,5043,daviplata,45573,0,45573
5044,5044,tarjeta_credito,32152,0,32152
5046,5046,efectivo,87221,8722,95943
5047,5047,nequi,111823,0,111823
5049,5049,daviplata,139200,13920,153120
5052,5052,efectivo,136404,0,136404
5054,5054,daviplata,57288,5728,63016
5055,5055,tarjeta_debito,33570,0,33570
5056,5056,daviplata,60737,6073,66810
5057,5057,tarjeta_credito,137205,13720,150925
5058,5058,efectivo,62620,0,62620
5059,5059,tarjeta_debito,89706,0,89706
5060,5060,efectivo,24002,2400,26402
5061,5061,tarjeta_credito,90402,0,90402
5062,5062,efectivo,57149,0,57149
5063,5063,daviplata,137009,13700,150709
5064,5064,efectivo,61561,6156,67717
5066,5066,efectivo,76594,7659,84253
5067,5067,nequi,102322,0,102322
5068,5068,efectivo,54742,5474,60216
5070,5070,nequi,110486,11048,121534
5071,5071,efectivo,64142,0,64142
5072,5072,nequi,83958,0,83958
5073,5073,tarjeta_debito,87033,8703,95736
5075,5075,tarjeta_credito,59319,5931,65250
5076,5076,efectivo,39504,0,39504
5077,5077,efectivo,55640,5564,61204
5079,5079,tarjeta_credito,43186,0,43186
5080,5080,efectivo,139505,13950,153455
5081,5081,efectivo,122407,12240,134647
5083,5083,daviplata,70195,0,70195
5085,5085,daviplata,88463,0,88463
5086,5086,tarjeta_credito,36696,3669,40365
5087,5087,tarjeta_credito,27333,2733,30066
5088,5088,tarjeta_credito,149791,0,149791
5089,5089,efectivo,77104,7710,84814
5090,5090,daviplata,123613,12361,135974
5092,5092,tarjeta_debito,129022,12902,141924
5093,5093,efectivo,58565,5856,64421
5094,5094,tarjeta_credito,67283,0,67283
5095,5095,tarjeta_debito,43341,4334,47675
5096,5096,daviplata,75142,0,75142
5097,5097,tarjeta_debito,39245,0,39245
5098,5098,tarjeta_debito,86678,0,86678
5099,5099,tarjeta_credito,77044,7704,84748
5100,5100,nequi,55633,0,55633
5101,5101,daviplata,148951,14895,163846
5102,5102,daviplata,140548,14054,154602
5103,5103,tarjeta_debito,42497,4249,46746
5106,5106,efectivo,27062,0,27062
5107,5107,tarjeta_debito,141836,14183,156019
5108,5108,efectivo,17080,0,17080
5109,5109,daviplata,125553,0,125553
5110,5110,tarjeta_credito,91249,9124,100373
5111,5111,daviplata,102797,10279,113076
5114,5114,daviplata,27354,0,27354
5115,5115,tarjeta_debito,137680,13768,151448
5119,5119,tarjeta_credito,98645,9864,108509
5121,5121,daviplata,100729,10072,110801
5122,5122,tarjeta_debito,72098,7209,79307
5124,5124,daviplata,65801,6580,72381
5125,5125,efectivo,57786,5778,63564
